Entity,Time,key,BestEfficiencyFlowRate_operatingRange,BestEfficiencyInsituFlowRate_operatingRange,DifferentialPressure_pumpCurve,ESPCurrent_IPR_VLP,ESPPower_IPR_VLP,Efficiency_pumpCurve,FlowRate_pumpCurve,GasRate_IPR_VLP,Head_pumpCurve,HorsePower_pumpCurve,InflowPressure_IPR_VLP,InsituFlowRate_pumpCurve,InsituVaporLiquidRatio_lowerGasiness,InsituVaporLiquidRatio_pumpIntakeGassiness,InsituVaporLiquidRatio_upperGasiness,MaximumFlowRate_operatingRange,MaximumInsituFlowRate_operatingRange,MinimumFlowRate_operatingRange,MinimumInsituFlowRate_operatingRange,OilRate_IPR_VLP,OutflowPressure_IPR_VLP,PumpIntakePressure_lowerGasiness,PumpIntakePressure_pumpIntakeGassiness,PumpIntakePressure_upperGasiness,Rate_IPR_VLP,DifferentialPressure_WellCurve,FlowRate_WellCurve,Head_WellCurve,InsituFlowRate_WellCurve
"ESP_CGCS_WL21_C",,17,,,,,,,,,,,,,0.085,,0.17,,,,,,,192.98,,192.98,,,,,
"ESP_CGCS_WL21_C",,18,,,,,,,,,,,,,0.09,,0.18,,,,,,,200.04,,200.04,,,,,
"ESP_CGCS_WL21_C",,19,,,,,,,,,,,,,0.095,,0.19,,,,,,,206.96,,206.96,,,,,
"ESP_CGCS_WL21_C",,20,,,,,,,,,,,,,0.1,,0.2,,,,,,,213.75,,213.75,,,,,
"ESP_CGCS_WL21_C",,21,,,,,,,,,,,,,0.1225,,0.245,,,,,,,242.86,,242.86,,,,,
"ESP_CGCS_WL21_C",,22,,,,,,,,,,,,,0.145,,0.29,,,,,,,270.04,,270.04,,,,,
"ESP_CGCS_WL21_C",,23,,,,,,,,,,,,,0.1675,,0.335,,,,,,,295.69,,295.69,,,,,
"ESP_CGCS_WL21_C",,24,,,,,,,,,,,,,0.19,,0.38,,,,,,,320.09,,320.09,,,,,
"ESP_CGCS_WL21_C",,25,,,,,,,,,,,,,0.2125,,0.425,,,,,,,343.44,,343.44,,,,,
"ESP_CGCS_WL21_C",,26,,,,,,,,,,,,,0.235,,0.47,,,,,,,365.89,,365.89,,,,,
"ESP_CGCS_WL21_C",,27,,,,,,,,,,,,,0.2575,,0.515,,,,,,,387.55,,387.55,,,,,
"ESP_CGCS_WL21_C",,28,,,,,,,,,,,,,0.28,,0.56,,,,,,,408.52,,408.52,,,,,
"ESP_CGCS_WL21_C",,29,,,,,,,,,,,,,0.3025,,0.605,,,,,,,428.88,,428.88,,,,,
"ESP_CGCS_WL21_C",,30,,,,,,,,,,,,,0.325,,0.65,,,,,,,448.68,,448.68,,,,,
"ESP_CGCS_WL21_C",,31,,,,,,,,,,,,,0.3475,,0.695,,,,,,,467.98,,467.98,,,,,
"ESP_CGCS_WL21_C",,32,,,,,,,,,,,,,0.37,,0.74,,,,,,,486.82,,486.82,,,,,
"ESP_CGCS_WL21_C",,33,,,,,,,,,,,,,0.3925,,0.785,,,,,,,505.24,,505.24,,,,,
"ESP_CGCS_WL21_C",,34,,,,,,,,,,,,,0.415,,0.83,,,,,,,523.27,,523.27,,,,,
"ESP_CGCS_WL21_C",,35,,,,,,,,,,,,,0.4375,,0.875,,,,,,,540.94,,540.94,,,,,
"ESP_CGCS_WL21_C",,36,,,,,,,,,,,,,0.46,,0.92,,,,,,,558.28,,558.28,,,,,
"ESP_CGCS_WL21_C",,37,,,,,,,,,,,,,0.4825,,0.965,,,,,,,575.31,,575.31,,,,,
"ESP_CGCS_WL21_C",,38,,,,,,,,,,,,,0.505,,1,,,,,,,592.04,,588.35,,,,,
"ESP_CGCS_WL22_C",,12,,,,,,,,,,,,,0.06,,0.12,,,,,,,155.01,,155.01,,,,,
"ESP_CGCS_WL22_C",,13,,,,,,,,,,,,,0.065,,0.13,,,,,,,163.01,,163.01,,,,,
"ESP_CGCS_WL22_C",,14,,,,,,,,,,,,,0.07,,0.14,,,,,,,170.79,,170.79,,,,,
"ESP_CGCS_WL22_C",,15,,,,,,,,,,,,,0.075,,0.15,,,,,,,178.37,,178.37,,,,,
"ESP_CGCS_WL22_C",,16,,,,,,,,,,,,,0.08,,0.16,,,,,,,185.76,,185.76,,,,,
"ESP_CGCS_WL22_C",,17,,,,,,,,,,,,,0.085,,0.17,,,,,,,192.98,,192.98,,,,,
"ESP_CGCS_WL22_C",,18,,,,,,,,,,,,,0.09,,0.18,,,,,,,200.04,,200.04,,,,,
"ESP_CGCS_WL22_C",,19,,,,,,,,,,,,,0.095,,0.19,,,,,,,206.96,,206.96,,,,,
"ESP_CGCS_WL22_C",,20,,,,,,,,,,,,,0.1,,0.2,,,,,,,213.75,,213.75,,,,,
"ESP_CGCS_WL22_C",,21,,,,,,,,,,,,,0.1225,,0.245,,,,,,,242.86,,242.86,,,,,
"ESP_CGCS_WL22_C",,22,,,,,,,,,,,,,0.145,,0.29,,,,,,,270.04,,270.04,,,,,
"ESP_CGCS_WL22_C",,23,,,,,,,,,,,,,0.1675,,0.335,,,,,,,295.69,,295.69,,,,,
"ESP_CGCS_WL22_C",,24,,,,,,,,,,,,,0.19,,0.38,,,,,,,320.09,,320.09,,,,,
"ESP_CGCS_WL22_C",,25,,,,,,,,,,,,,0.2125,,0.425,,,,,,,343.44,,343.44,,,,,
"ESP_CGCS_WL22_C",,26,,,,,,,,,,,,,0.235,,0.47,,,,,,,365.89,,365.89,,,,,
"ESP_CGCS_WL22_C",,27,,,,,,,,,,,,,0.2575,,0.515,,,,,,,387.55,,387.55,,,,,
"ESP_CGCS_WL22_C",,28,,,,,,,,,,,,,0.28,,0.56,,,,,,,408.52,,408.52,,,,,
"ESP_CGCS_WL22_C",,29,,,,,,,,,,,,,0.3025,,0.605,,,,,,,428.88,,428.88,,,,,
"ESP_CGCS_WL22_C",,30,,,,,,,,,,,,,0.325,,0.65,,,,,,,448.68,,448.68,,,,,
"ESP_CGCS_WL22_C",,31,,,,,,,,,,,,,0.3475,,0.695,,,,,,,467.98,,467.98,,,,,
"ESP_CGCS_WL22_C",,32,,,,,,,,,,,,,0.37,,0.74,,,,,,,486.82,,486.82,,,,,
"ESP_CGCS_WL22_C",,33,,,,,,,,,,,,,0.3925,,0.785,,,,,,,505.24,,505.24,,,,,
"ESP_CGCS_WL22_C",,34,,,,,,,,,,,,,0.415,,0.83,,,,,,,523.27,,523.27,,,,,
"ESP_CGCS_WL22_C",,35,,,,,,,,,,,,,0.4375,,0.875,,,,,,,540.94,,540.94,,,,,
"ESP_CGCS_WL22_C",,36,,,,,,,,,,,,,0.46,,0.92,,,,,,,558.28,,558.28,,,,,
"ESP_CGCS_WL22_C",,37,,,,,,,,,,,,,0.4825,,0.965,,,,,,,575.31,,575.31,,,,,
"ESP_CGCS_WL22_C",,38,,,,,,,,,,,,,0.505,,1,,,,,,,592.04,,588.35,,,,,
"ESP_CGCS_WL23_C",,11,,,,,,,,,,,,,0.055,,0.11,,,,,,,146.75,,146.75,,,,,
"ESP_CGCS_WL23_C",,12,,,,,,,,,,,,,0.06,,0.12,,,,,,,155.01,,155.01,,,,,
"ESP_CGCS_WL23_C",,13,,,,,,,,,,,,,0.065,,0.13,,,,,,,163.01,,163.01,,,,,
"ESP_CGCS_WL23_C",,14,,,,,,,,,,,,,0.07,,0.14,,,,,,,170.79,,170.79,,,,,
"ESP_CGCS_WL23_C",,15,,,,,,,,,,,,,0.075,,0.15,,,,,,,178.37,,178.37,,,,,
"ESP_CGCS_WL23_C",,16,,,,,,,,,,,,,0.08,,0.16,,,,,,,185.76,,185.76,,,,,
"ESP_CGCS_WL23_C",,17,,,,,,,,,,,,,0.085,,0.17,,,,,,,192.98,,192.98,,,,,
"ESP_CGCS_WL23_C",,18,,,,,,,,,,,,,0.09,,0.18,,,,,,,200.04,,200.04,,,,,
"ESP_CGCS_WL23_C",,19,,,,,,,,,,,,,0.095,,0.19,,,,,,,206.96,,206.96,,,,,
"ESP_CGCS_WL23_C",,20,,,,,,,,,,,,,0.1,,0.2,,,,,,,213.75,,213.75,,,,,
"ESP_CGCS_WL23_C",,21,,,,,,,,,,,,,0.1225,,0.245,,,,,,,242.86,,242.86,,,,,
"ESP_CGCS_WL23_C",,22,,,,,,,,,,,,,0.145,,0.29,,,,,,,270.04,,270.04,,,,,
"ESP_CGCS_WL23_C",,23,,,,,,,,,,,,,0.1675,,0.335,,,,,,,295.69,,295.69,,,,,
"ESP_CGCS_WL23_C",,24,,,,,,,,,,,,,0.19,,0.38,,,,,,,320.09,,320.09,,,,,
"ESP_CGCS_WL23_C",,25,,,,,,,,,,,,,0.2125,,0.425,,,,,,,343.44,,343.44,,,,,
"ESP_CGCS_WL23_C",,26,,,,,,,,,,,,,0.235,,0.47,,,,,,,365.89,,365.89,,,,,
"ESP_CGCS_WL23_C",,27,,,,,,,,,,,,,0.2575,,0.515,,,,,,,387.55,,387.55,,,,,
"ESP_CGCS_WL23_C",,28,,,,,,,,,,,,,0.28,,0.56,,,,,,,408.52,,408.52,,,,,
"ESP_CGCS_WL23_C",,29,,,,,,,,,,,,,0.3025,,0.605,,,,,,,428.88,,428.88,,,,,
"ESP_CGCS_WL23_C",,30,,,,,,,,,,,,,0.325,,0.65,,,,,,,448.68,,448.68,,,,,
"ESP_CGCS_WL23_C",,31,,,,,,,,,,,,,0.3475,,0.695,,,,,,,467.98,,467.98,,,,,
"ESP_CGCS_WL23_C",,32,,,,,,,,,,,,,0.37,,0.74,,,,,,,486.82,,486.82,,,,,
"ESP_CGCS_WL23_C",,33,,,,,,,,,,,,,0.3925,,0.785,,,,,,,505.24,,505.24,,,,,
"ESP_CGCS_WL23_C",,34,,,,,,,,,,,,,0.415,,0.83,,,,,,,523.27,,523.27,,,,,
"ESP_CGCS_WL23_C",,35,,,,,,,,,,,,,0.4375,,0.875,,,,,,,540.94,,540.94,,,,,
"ESP_CGCS_WL23_C",,36,,,,,,,,,,,,,0.46,,0.92,,,,,,,558.28,,558.28,,,,,
"ESP_CGCS_WL23_C",,37,,,,,,,,,,,,,0.4825,,0.965,,,,,,,575.31,,575.31,,,,,
"ESP_CGCS_WL23_C",,38,,,,,,,,,,,,,0.505,,1,,,,,,,592.04,,588.35,,,,,
"ESP_WFKS_WL14_C",,12,,,,,,,,,,,,,0.06,,0.12,,,,,,,155.01,,155.01,,,,,
"ESP_WFKS_WL14_C",,13,,,,,,,,,,,,,0.065,,0.13,,,,,,,163.01,,163.01,,,,,
"ESP_WFKS_WL14_C",,14,,,,,,,,,,,,,0.07,,0.14,,,,,,,170.79,,170.79,,,,,
"ESP_WFKS_WL14_C",,15,,,,,,,,,,,,,0.075,,0.15,,,,,,,178.37,,178.37,,,,,
"ESP_WFKS_WL14_C",,16,,,,,,,,,,,,,0.08,,0.16,,,,,,,185.76,,185.76,,,,,
"ESP_WFKS_WL14_C",,17,,,,,,,,,,,,,0.085,,0.17,,,,,,,192.98,,192.98,,,,,
"ESP_WFKS_WL14_C",,18,,,,,,,,,,,,,0.09,,0.18,,,,,,,200.04,,200.04,,,,,
"ESP_WFKS_WL14_C",,19,,,,,,,,,,,,,0.095,,0.19,,,,,,,206.96,,206.96,,,,,
"ESP_WFKS_WL14_C",,20,,,,,,,,,,,,,0.1,,0.2,,,,,,,213.75,,213.75,,,,,
"ESP_WFKS_WL14_C",,21,,,,,,,,,,,,,0.1225,,0.245,,,,,,,242.86,,242.86,,,,,
"ESP_WFKS_WL14_C",,22,,,,,,,,,,,,,0.145,,0.29,,,,,,,270.04,,270.04,,,,,
"ESP_WFKS_WL14_C",,23,,,,,,,,,,,,,0.1675,,0.335,,,,,,,295.69,,295.69,,,,,
"ESP_WFKS_WL14_C",,24,,,,,,,,,,,,,0.19,,0.38,,,,,,,320.09,,320.09,,,,,
"ESP_WFKS_WL14_C",,25,,,,,,,,,,,,,0.2125,,0.425,,,,,,,343.44,,343.44,,,,,
"ESP_WFKS_WL14_C",,26,,,,,,,,,,,,,0.235,,0.47,,,,,,,365.89,,365.89,,,,,
"ESP_WFKS_WL14_C",,27,,,,,,,,,,,,,0.2575,,0.515,,,,,,,387.55,,387.55,,,,,
"ESP_WFKS_WL14_C",,28,,,,,,,,,,,,,0.28,,0.56,,,,,,,408.52,,408.52,,,,,
"ESP_WFKS_WL14_C",,29,,,,,,,,,,,,,0.3025,,0.605,,,,,,,428.88,,428.88,,,,,
"ESP_WFKS_WL14_C",,30,,,,,,,,,,,,,0.325,,0.65,,,,,,,448.68,,448.68,,,,,
"ESP_WFKS_WL14_C",,31,,,,,,,,,,,,,0.3475,,0.695,,,,,,,467.98,,467.98,,,,,
"ESP_WFKS_WL14_C",,32,,,,,,,,,,,,,0.37,,0.74,,,,,,,486.82,,486.82,,,,,
"ESP_WFKS_WL14_C",,33,,,,,,,,,,,,,0.3925,,0.785,,,,,,,505.24,,505.24,,,,,
"ESP_WFKS_WL14_C",,34,,,,,,,,,,,,,0.415,,0.83,,,,,,,523.27,,523.27,,,,,
"ESP_WFKS_WL14_C",,35,,,,,,,,,,,,,0.4375,,0.875,,,,,,,540.94,,540.94,,,,,
"ESP_WFKS_WL14_C",,36,,,,,,,,,,,,,0.46,,0.92,,,,,,,558.28,,558.28,,,,,
"ESP_WFKS_WL14_C",,37,,,,,,,,,,,,,0.4825,,0.965,,,,,,,575.31,,575.31,,,,,
"ESP_WFKS_WL14_C",,38,,,,,,,,,,,,,0.505,,1,,,,,,,592.04,,588.35,,,,,
"ESP_WFKS_WL18_C",,12,,,,,,,,,,,,,0.06,,0.12,,,,,,,155.01,,155.01,,,,,
"ESP_WFKS_WL18_C",,13,,,,,,,,,,,,,0.065,,0.13,,,,,,,163.01,,163.01,,,,,
"ESP_WFKS_WL18_C",,14,,,,,,,,,,,,,0.07,,0.14,,,,,,,170.79,,170.79,,,,,
"ESP_WFKS_WL18_C",,15,,,,,,,,,,,,,0.075,,0.15,,,,,,,178.37,,178.37,,,,,
"ESP_WFKS_WL18_C",,16,,,,,,,,,,,,,0.08,,0.16,,,,,,,185.76,,185.76,,,,,
"ESP_WFKS_WL18_C",,17,,,,,,,,,,,,,0.085,,0.17,,,,,,,192.98,,192.98,,,,,
"ESP_WFKS_WL18_C",,18,,,,,,,,,,,,,0.09,,0.18,,,,,,,200.04,,200.04,,,,,
"ESP_WFKS_WL18_C",,19,,,,,,,,,,,,,0.095,,0.19,,,,,,,206.96,,206.96,,,,,
"ESP_WFKS_WL18_C",,20,,,,,,,,,,,,,0.1,,0.2,,,,,,,213.75,,213.75,,,,,
"ESP_WFKS_WL18_C",,21,,,,,,,,,,,,,0.1225,,0.245,,,,,,,242.86,,242.86,,,,,
"ESP_WFKS_WL18_C",,22,,,,,,,,,,,,,0.145,,0.29,,,,,,,270.04,,270.04,,,,,
"ESP_WFKS_WL18_C",,23,,,,,,,,,,,,,0.1675,,0.335,,,,,,,295.69,,295.69,,,,,
"ESP_WFKS_WL18_C",,24,,,,,,,,,,,,,0.19,,0.38,,,,,,,320.09,,320.09,,,,,
"ESP_WFKS_WL18_C",,25,,,,,,,,,,,,,0.2125,,0.425,,,,,,,343.44,,343.44,,,,,
"ESP_WFKS_WL18_C",,26,,,,,,,,,,,,,0.235,,0.47,,,,,,,365.89,,365.89,,,,,
"ESP_WFKS_WL18_C",,27,,,,,,,,,,,,,0.2575,,0.515,,,,,,,387.55,,387.55,,,,,
"ESP_WFKS_WL18_C",,28,,,,,,,,,,,,,0.28,,0.56,,,,,,,408.52,,408.52,,,,,
"ESP_WFKS_WL18_C",,29,,,,,,,,,,,,,0.3025,,0.605,,,,,,,428.88,,428.88,,,,,
"ESP_WFKS_WL18_C",,30,,,,,,,,,,,,,0.325,,0.65,,,,,,,448.68,,448.68,,,,,
"ESP_WFKS_WL18_C",,31,,,,,,,,,,,,,0.3475,,0.695,,,,,,,467.98,,467.98,,,,,
"ESP_WFKS_WL18_C",,32,,,,,,,,,,,,,0.37,,0.74,,,,,,,486.82,,486.82,,,,,
"ESP_WFKS_WL18_C",,33,,,,,,,,,,,,,0.3925,,0.785,,,,,,,505.24,,505.24,,,,,
"ESP_WFKS_WL18_C",,34,,,,,,,,,,,,,0.415,,0.83,,,,,,,523.27,,523.27,,,,,
"ESP_WFKS_WL18_C",,35,,,,,,,,,,,,,0.4375,,0.875,,,,,,,540.94,,540.94,,,,,
"ESP_WFKS_WL18_C",,36,,,,,,,,,,,,,0.46,,0.92,,,,,,,558.28,,558.28,,,,,
"ESP_WFKS_WL18_C",,37,,,,,,,,,,,,,0.4825,,0.965,,,,,,,575.31,,575.31,,,,,
"ESP_WFKS_WL18_C",,38,,,,,,,,,,,,,0.505,,1,,,,,,,592.04,,588.35,,,,,
"ESP_CGCS_WL23_C",,10,,,,29.16,166.98,,,0,,,166.1,,0.05,,0.1,,,,,490.9,1697.23,138.21,,138.21,812.6,,,,
"ESP_WFKS_WL14_C",,9,,,,26.64,128.22,,,0,,,913.36,,0.045,,0.09,,,,,662.3,4100.23,129.34,,129.34,3569.7,,,,
"ESP_WFKS_WL14_C",,10,,,,,,,,0,,,526.81,,0.05,,0.1,,,,,739.8,4564.47,138.21,,138.21,3986.9,,,,
"ESP_WFKS_WL14_C",,11,,,,,,,,0,,,108.83,,0.055,,0.11,,,,,817.2,4744.66,146.75,,146.75,4404.2,,,,
"ESP_WFKS_WL18_C",,8,,,,24.82,140.01,,,0,,,955.67,,0.04,,0.08,,,,,1961.1,2563.75,120.11,,120.11,2940,,,,
"ESP_WFKS_WL18_C",,9,,,,24.45,137.77,,,0,,,782.06,,0.045,,0.09,,,,,2220.6,3134.85,129.34,,129.34,3329.1,,,,
"ESP_WFKS_WL18_C",,10,,,,23.83,134.06,,,0,,,561.05,,0.05,,0.1,,,,,2480.2,3666.85,138.21,,138.21,3718.2,,,,
"ESP_WFKS_WL18_C",,11,,,,,,,,0,,,244.28,,0.055,,0.11,,,,,2739.7,3912.55,146.75,,146.75,4107.3,,,,
"ESP_CGCS_WL19_C",,5,,,825.14,36.39,156.16,0.4963,3509,0,2024.05,119.26,2654.69,4210.2,0.025,,0.05,,,,,1929.9,1111.37,89.36,,89.36,3509,,,,
"ESP_CGCS_WL19_C",,6,,,786.43,40.25,173.63,0.5238,4140.6,0,1907.63,124.87,2364.63,4875.6,0.03,,0.06,,,,,2277.3,1295.75,100.22,,100.22,4140.6,,,,
"ESP_CGCS_WL19_C",,7,,,742.36,43.48,188.39,0.5394,4772.3,0,1781.76,129.64,2041.42,5517.7,0.035,,0.07,,,,,2624.7,1480.1,110.43,,110.43,4772.3,,,,
"ESP_CGCS_WL19_C",,8,,,682.32,46.16,200.72,0.538,5397.5,0,1624.78,133.07,1676.05,6144.3,0.04,,0.08,,,,,2968.6,1676.05,120.11,,120.11,5397.5,,,,
"ESP_CGCS_WL19_C",,9,,,681.55,46.18,200.82,0.5379,5403.9,0,1622.85,133.09,1671.96,6150.7,0.045,,0.09,,,,,2972.1,1678.07,129.34,,129.34,5403.9,,,,
"ESP_CGCS_WL19_C",,10,,,578.61,47.96,209.06,0.5048,6035.5,0,1382.98,133.84,1225.6,6834.6,0.05,,0.1,,,,,3319.5,1907.43,138.21,,138.21,6035.5,,,,
"ESP_CGCS_WL19_C",,11,,,69.7,49.17,214.71,0.0922,6667.1,0,196.09,113.57,612.01,8825.7,0.055,,0.11,,,,,3666.9,2157.33,146.75,,146.75,6667.1,,,,
"ESP_CGCS_WL20_C",,6,,,1539.73,27.44,137.43,0.6734,1901.9,0,3906.39,83.11,2653.74,2133.2,0.03,,0.06,,,,,352.5,1665.36,100.22,,100.22,1901.9,,,,
"ESP_CGCS_WL20_C",,7,,,1424.99,29.03,146.08,0.6816,2192,0,3592.02,86.68,2270.69,2430.6,0.035,,0.07,,,,,406.3,1926.41,110.43,,110.43,2192,,,,
"ESP_CGCS_WL20_C",,8,,,1358.84,29.67,149.57,0.6785,2335.9,0,3415.45,88.04,2067.16,2575.2,0.04,,0.08,,,,,433,2067.16,120.11,,120.11,2335.9,,,,
"ESP_CGCS_WL20_C",,9,,,1272.57,30.02,151.47,0.6682,2482.1,0,3190.42,88.55,1840.3,2719.7,0.045,,0.09,,,,,460.1,2235.53,129.34,,129.34,2482.1,,,,
"ESP_CGCS_WL20_C",,10,,,1071.49,30.34,153.21,0.626,2772.3,0,2681.52,88.31,1320.13,3010.2,0.05,,0.1,,,,,513.9,2602.65,138.21,,138.21,2772.3,,,,
"ESP_CGCS_WL20_C",,11,,,694.72,30.3,152.96,0.4929,3062.4,0,1794.27,82.42,612.64,3405.3,0.055,,0.11,,,,,567.6,3022.72,146.75,,146.75,3062.4,,,,
"ESP_CGCS_WL21_C",,7,,,1400.99,21.05,99.73,0.6158,1344.5,0,3959.03,60.13,1476.89,1550.5,0.035,,0.07,,,,,787.3,1390.29,110.43,,110.43,1344.5,,,,
"ESP_CGCS_WL21_C",,8,,,1397.88,21.3,100.97,0.621,1376.8,0,3942.03,60.7,1428.82,1582,0.04,,0.08,,,,,806.3,1428.82,120.11,,120.11,1376.8,,,,
"ESP_CGCS_WL21_C",,9,,,1379.11,22.26,105.82,0.6402,1522.4,0,3852.51,63.2,1197.58,1719.6,0.045,,0.09,,,,,891.5,1626.75,129.34,,129.34,1522.4,,,,
"ESP_CGCS_WL21_C",,10,,,1356.14,23.39,111.58,0.6578,1700.4,0,3745.44,66.17,871.11,1877.2,0.05,,0.1,,,,,995.7,1890.12,138.21,,138.21,1700.4,,,,
"ESP_CGCS_WL21_C",,11,,,1316.82,24.42,116.83,0.6682,1878.3,0,3607.99,68.46,413.36,2013,0.055,,0.11,,,,,1099.9,2229.37,146.75,,146.75,1878.3,,,,
"ESP_WFKS_WL14_C",,6,,,1203.29,27.54,132.85,0.6728,2318,0,3027.95,78.15,2137.56,2560.1,0.03,,0.06,,,,,430.1,2524.4,100.22,,100.22,2318,,,,
"ESP_WFKS_WL14_C",,7,,,918.45,27.69,133.61,0.6047,2735.2,0,2304.48,77.78,1725.45,2998,0.035,,0.07,,,,,507.5,3005.21,110.43,,110.43,2735.2,,,,
"ESP_WFKS_WL14_C",,8,,,518.81,27,130.04,0.4165,3152.5,0,1313.37,73.91,1316.61,3481.7,0.04,,0.08,,,,,584.9,3541.38,120.11,,120.11,3152.5,,,,
"ESP_CGCS_WL19_C",,0,0,5916.7,1022.6,16.48,68.84,0.0902,350.9,0,2680.85,89.4,3820.68,463.6,0,0.0727,0,0,7200,2015.6,4000,193,791.41,0,1676.05,0,350.9,125.52,4772.3,305.32,5759.2
"ESP_CGCS_WL19_C",,1,,,996.53,19.69,82.61,0.2239,982.5,0,2560.15,95.81,3613.9,1265.2,0.005,,0.01,,,,,540.4,757.46,32.47,,32.47,982.5,682.31,5397.5,1624.76,6144.3
"ESP_CGCS_WL19_C",,2,,,962.11,22.76,95.88,0.3304,1614.1,0,2441.17,101.15,3396.41,2041.3,0.01,,0.02,,,,,887.8,748.76,50.21,,50.21,1614.1,688.22,5403.9,1638.54,6148.2
"ESP_CGCS_WL19_C",,3,,,913.15,26.84,113.66,0.4051,2245.8,0,2290.75,107.09,3165.67,2791.5,0.015,,0.03,,,,,1235.2,782.5,64.8,,64.8,2245.8,1321.37,6035.5,3099.96,6637.6
"ESP_CGCS_WL19_C",,4,,,867.39,31.94,136.24,0.4586,2877.4,0,2151.72,113.19,2919.73,3514.9,0.02,,0.04,,,,,1582.6,935.83,77.66,,77.66,2877.4,2112.92,6667.1,4934.95,7112.2
"ESP_CGCS_WL20_C",,0,0,2404.3,1890.37,12.58,60.49,0.1203,161.2,0,5071.09,52.29,4377.76,195.5,0,0.0394,0,0,2975,2554.2,1275,29.9,729.99,0,2067.2,0,161.2,482.02,1901.9,1229.92,2188.5
"ESP_CGCS_WL20_C",,1,,,1853.96,14.85,71.78,0.2946,451.3,0,4877.77,57.32,4139.79,535.1,0.005,,0.01,,,,,83.7,714.24,32.47,,32.47,451.3,1060.21,2192,2677.04,2443.3
"ESP_CGCS_WL20_C",,2,,,1798.23,17.7,86.28,0.4295,741.4,0,4689.75,61.89,3879.27,868.3,0.01,,0.02,,,,,137.4,863.28,50.21,,50.21,741.4,1358.83,2335.9,3415.42,2575.2
"ESP_CGCS_WL20_C",,3,,,1744.32,20.39,100.13,0.5295,1031.5,0,4517.49,67.04,3617.89,1195.6,0.015,,0.03,,,,,191.2,1044.25,64.8,,64.8,1031.5,1686.34,2482.1,4219.14,2714.5
"ESP_CGCS_WL20_C",,4,,,1688.86,22.99,113.74,0.5993,1321.7,0,4343.46,72.71,3320.39,1515.4,0.02,,0.04,,,,,245,1233.2,77.66,,77.66,1321.7,2410.37,2772.3,5978.86,2983
"ESP_CGCS_WL20_C",,5,,,1624.72,25.38,126.38,0.6463,1611.8,0,4149.94,78.27,3000.9,1828,0.025,,0.05,,,,,298.8,1437.72,89.36,,89.36,1611.8,3353.42,3062.4,8271.94,3235.9
"ESP_CGCS_WL21_C",,0,0,2310,1507.37,8.14,37.14,0.0864,98.9,0,4710.93,39.3,2862.84,132.2,0,0.0402,0,0,2858.3,1739.2,1225,57.9,808.87,0,1451.4,0,98.9,393.85,988.6,1145.33,1264.2
"ESP_CGCS_WL21_C",,1,,,1515.94,9.48,43.39,0.2155,276.8,0,4588.92,42.7,2696.05,356.4,0.005,,0.01,,,,,162.1,745.67,32.47,,32.47,276.8,840.72,1166.5,2409.87,1379.8
"ESP_CGCS_WL21_C",,2,,,1497.32,11.52,53.05,0.3224,454.7,0,4469.97,45.38,2524.24,573.9,0.01,,0.02,,,,,266.3,754.29,50.21,,50.21,454.7,1309.05,1344.5,3700.81,1551.7
"ESP_CGCS_WL21_C",,3,,,1475.77,13.63,63.15,0.411,632.7,0,4354.81,47.95,2339.25,784.2,0.015,,0.03,,,,,370.5,811.38,64.8,,64.8,632.7,1397.89,1376.8,3942.06,1582
"ESP_CGCS_WL21_C",,4,,,1456.64,15.73,73.37,0.4815,810.6,0,4251.64,50.85,2143.44,987.2,0.02,,0.04,,,,,474.7,927.24,77.66,,77.66,810.6,1817.93,1522.4,5068.57,1714.6
"ESP_CGCS_WL21_C",,5,,,1436.95,17.69,82.96,0.5394,988.6,0,4151.99,53.72,1949.87,1184,0.025,,0.05,,,,,578.9,1053.49,89.36,,89.36,988.6,2393.99,1700.4,6581.35,1867.5
"ESP_CGCS_WL21_C",,6,,,1418.32,19.5,91.98,0.5822,1166.5,0,4053.35,56.92,1724.38,1371.6,0.03,,0.06,,,,,683.1,1205.5,100.22,,100.22,1166.5,3174.96,1878.3,8600.02,2001.2
"ESP_CGCS_WL22_C",,0,1070.1,1817.2,3214.69,25.89,170.41,0.0416,64,0,8995.18,107.72,1159.14,80.3,0,0.3642,0,1160.4,2900,38,50,29.8,926.76,0,737.63,0,64,2982.58,64,8367.39,79.7
"ESP_CGCS_WL22_C",,1,,,3403.71,26.93,177.75,0.1072,179.1,0,9062.45,117.82,1087.47,214.6,0.005,,0.01,,,,,83.3,692.84,32.47,,32.47,179.1,2862.56,179.1,7656.51,215.8
"ESP_CGCS_WL22_C",,2,,,3407.88,27.68,183.11,0.1673,294.2,0,8933.35,122.03,1012.72,346.5,0.01,,0.02,,,,,136.9,605.52,50.21,,50.21,294.2,2818.77,294.2,7425.12,348.3
"ESP_CGCS_WL22_C",,3,,,3356.12,28.55,189.39,0.2228,409.3,0,8740.5,124.59,934.31,477.4,0.015,,0.03,,,,,190.4,600.28,64.8,,64.8,409.3,2868.41,409.3,7501.87,479.2
"ESP_CGCS_WL22_C",,4,,,3266.39,29.52,196.31,0.2735,524.4,0,8485.28,126.11,851.97,607.4,0.02,,0.04,,,,,244,647.58,77.66,,77.66,524.4,2972.29,524.4,7742.45,608.8
